Launch Date,Recalls Number,Make,Recalls Model Information,Concern,Defect,Remedy,Vehicle Numbers,Manufacturer Ref,Model,VIN Start,VIN End,Build Start,Build End
24/11/2014,R/2014/135,TOYOTA,LS460  LS600h  GS300  GS350  GS460  GS450h  IS250  IS350  IS350C  IS-F,RISK OF FIRE,The fuel pressure sensor gasket may degrade and allow fuel to leak into the engine compartment. In the presence of an ignition source the risk of fire is increased.,Recall the vehicles that are likely to be affected to repair the fuel pipe and replace the fuel pressure sensor gasket.,9712,,LEXUS IS250C,JTHFK*****2500018,JTHFK*****2513982,05/12/2008,22/06/2010
24/11/2014,R/2014/135,TOYOTA,LS460  LS600h  GS300  GS350  GS460  GS450h  IS250  IS350  IS350C  IS-F,RISK OF FIRE,The fuel pressure sensor gasket may degrade and allow fuel to leak into the engine compartment. In the presence of an ignition source the risk of fire is increased.,Recall the vehicles that are likely to be affected to repair the fuel pipe and replace the fuel pressure sensor gasket.,9712,,LEXUS IS250,JTHBK*****2060448,JTHBK*****2099908,05/09/2007,15/07/2010
24/11/2014,R/2014/135,TOYOTA,LS460  LS600h  GS300  GS350  GS460  GS450h  IS250  IS350  IS350C  IS-F,RISK OF FIRE,The fuel pressure sensor gasket may degrade and allow fuel to leak into the engine compartment. In the presence of an ignition source the risk of fire is increased.,Recall the vehicles that are likely to be affected to repair the fuel pipe and replace the fuel pressure sensor gasket.,9712,,LEXUS GS460,JTHBL*****5000020,JTHBL*****5004161,28/09/2007,20/04/2010
24/11/2014,R/2014/135,TOYOTA,LS460  LS600h  GS300  GS350  GS460  GS450h  IS250  IS350  IS350C  IS-F,RISK OF FIRE,The fuel pressure sensor gasket may degrade and allow fuel to leak into the engine compartment. In the presence of an ignition source the risk of fire is increased.,Recall the vehicles that are likely to be affected to repair the fuel pipe and replace the fuel pressure sensor gasket.,9712,,LEXUS IS250,JTHBK*****5052957,JTHBK*****5127411,31/08/2007,21/06/2010
24/11/2014,R/2014/135,TOYOTA,LS460  LS600h  GS300  GS350  GS460  GS450h  IS250  IS350  IS350C  IS-F,RISK OF FIRE,The fuel pressure sensor gasket may degrade and allow fuel to leak into the engine compartment. In the presence of an ignition source the risk of fire is increased.,Recall the vehicles that are likely to be affected to repair the fuel pipe and replace the fuel pressure sensor gasket.,9712,,LEXUS GS350,JTHCE*****0023908,JTHCE*****0028129,08/07/2009,06/07/2010
27/01/2017,R/2017/007,FIAT,Talento,INCORRECT LOAD CAPACITY LISTED FOR INTERIOR HOOKS,It has been identified that the maximum load capacity for the load restraint hooks in the load compartment of the vehicle has been incorrectly written in the Owner Handbook.  The correct load capacity is 500 daN and not the 625 daN as written. If the correct load capacity of 500 daN is not adhered to  then the load hooks may not retain the load due to overloading. This could result in an unsecured load with the potential for loss of control of the vehicle.,Recall all affected vehicles to attach a load capacity label within the load compartment and install an additional amended page to the Owner Handbook.,548,6094,TALENTO,ZFAFJL004G5000130,ZFAFFL006G5044020,23/03/2016,27/12/2016
29/09/2006,RSPV/2007/007,TRIGANO VDL,Chausson and Challenger,SEAT BELT MOUNTING POTENTIAL FAILURE,It has been identified that weak welding in the upper section of some vertical tubes in the rear seat frame is present in subject vehicles. This may lead in cases of impact  to the seat belt becoming insecure.,Recalled vehicles will have the mechanical strength of the seat frame weak points improved by the fitting of a retrofit kit.,68,,CHALLENGER,,,01/04/2005,31/08/2006
29/09/2006,RSPV/2007/007,TRIGANO VDL,Chausson and Challenger,SEAT BELT MOUNTING POTENTIAL FAILURE,It has been identified that weak welding in the upper section of some vertical tubes in the rear seat frame is present in subject vehicles. This may lead in cases of impact  to the seat belt becoming insecure.,Recalled vehicles will have the mechanical strength of the seat frame weak points improved by the fitting of a retrofit kit.,68,,CHAUSSON,,,01/04/2005,31/08/2006
05/12/2007,R/2007/133,FORD,FOCUS  C-MAX  S-MAX AND GALAXY,IN LOW AMBIENT TEMPERATURE HARD BRAKE PEDAL MAY OCCUR,Hard brake pedal may occur in low ambient temperatures which is caused by a non return valve in the vacuum pump sticking.,Recall the vehicles that are likely to be affected to fit a revised non return valve to the brake vacuum pump.,17972,7C127,S-MAX,,,02/11/2005,30/12/2006
05/12/2007,R/2007/133,FORD,FOCUS  C-MAX  S-MAX AND GALAXY,IN LOW AMBIENT TEMPERATURE HARD BRAKE PEDAL MAY OCCUR,Hard brake pedal may occur in low ambient temperatures which is caused by a non return valve in the vacuum pump sticking.,Recall the vehicles that are likely to be affected to fit a revised non return valve to the brake vacuum pump.,17972,7C127,FOCUS,,,01/08/2005,28/12/2006
05/12/2007,R/2007/133,FORD,FOCUS  C-MAX  S-MAX AND GALAXY,IN LOW AMBIENT TEMPERATURE HARD BRAKE PEDAL MAY OCCUR,Hard brake pedal may occur in low ambient temperatures which is caused by a non return valve in the vacuum pump sticking.,Recall the vehicles that are likely to be affected to fit a revised non return valve to the brake vacuum pump.,17972,7C127,CMAX,,,01/08/2005,28/12/2006
05/12/2007,R/2007/133,FORD,FOCUS  C-MAX  S-MAX AND GALAXY,IN LOW AMBIENT TEMPERATURE HARD BRAKE PEDAL MAY OCCUR,Hard brake pedal may occur in low ambient temperatures which is caused by a non return valve in the vacuum pump sticking.,Recall the vehicles that are likely to be affected to fit a revised non return valve to the brake vacuum pump.,17972,7C127,GALAXY ,,,02/11/2005,30/12/2006
15/05/2000,RM/2000/015,TRIUMPH,TT600 (2000 Model Year),MACHINE MAY NOT BE ADEQUATELY SUPPORTED WHEN PARKED,There is a possibility that the side stand assembly securing bolts to main frame may become loose. The stand may not then adequately support the machine.,Recall affected vehicles to check and correctly tighten the side stand bolts.,348,,TT600,98680 to 100793,,09/12/1999,11/01/2000
23/07/2007,R/2007/137,SCANIA BUS, K AND N,TACHOGRAPH SPEED SENSOR NOT SEALED CORRECTLY,It has been identified that the speed sensor on the gearbox is not correctly sealed. ,Recalled vehicles will have the sensor sealed correctly and the tachograph re-calibrated. ,7,rc71702,K,,,,
23/07/2007,R/2007/137,SCANIA BUS, K AND N,TACHOGRAPH SPEED SENSOR NOT SEALED CORRECTLY,It has been identified that the speed sensor on the gearbox is not correctly sealed. ,Recalled vehicles will have the sensor sealed correctly and the tachograph re-calibrated. ,7,rc71702,N,,,,
19/07/2007,R/2007/100,MAZDA,MAZDA 3 MPS,ENGINE MOUNTING BOLT MAY FAIL,No 4 Engine mounting tightening bolt may loosen if a sudden acceleration is repeatedly carried out. If vehicle is continually used under such conditions  No 4 mounting bolt may drop off and break  allowing transmission to be out of position and in the worst case  the driveshaft may detach resulting in loss of drive.,Recall affected vehicles to check mounting bolt torque and if necessary  replace bolt with modified version.,430,,3,JMZBK14L681595899,JMZBK14L681628171,13/07/2006,16/05/2007
19/07/2007,R/2007/100,MAZDA,MAZDA 3 MPS,ENGINE MOUNTING BOLT MAY FAIL,No 4 Engine mounting tightening bolt may loosen if a sudden acceleration is repeatedly carried out. If vehicle is continually used under such conditions  No 4 mounting bolt may drop off and break  allowing transmission to be out of position and in the worst case  the driveshaft may detach resulting in loss of drive.,Recall affected vehicles to check mounting bolt torque and if necessary  replace bolt with modified version.,430,,3,JMZBK14L671534993,JMZBK14L671595664,13/07/2006,16/05/2007
19/07/2007,R/2007/100,MAZDA,MAZDA 3 MPS,ENGINE MOUNTING BOLT MAY FAIL,No 4 Engine mounting tightening bolt may loosen if a sudden acceleration is repeatedly carried out. If vehicle is continually used under such conditions  No 4 mounting bolt may drop off and break  allowing transmission to be out of position and in the worst case  the driveshaft may detach resulting in loss of drive.,Recall affected vehicles to check mounting bolt torque and if necessary  replace bolt with modified version.,430,,3,JMZBK14L601540132,JMZBK14l601623471,13/07/2006,16/05/2007
24/02/2005,R/2004/210,VW,CADDY AND TRANSPORTER,BOLTS OF THE TANDEM FUEL PUMP COVER MAY BREAK,It is advised that  on some vehicles fitted with a 3 and 4 cylinder pump injector engine  the bolts of the tandem fuel pump cover may break due to a bolt production fault. As a result  the pump housing will not be tight  and a diesel fuel leak may occur.,Recalled vehicles will have the pump checked for being of a certain manufacture. If found to be within the affected range  the pump housing cover bolts will be replaced.,4102,20CA,TRANSPORTER,,,01/03/2004,31/08/2004
24/02/2005,R/2004/210,VW,CADDY AND TRANSPORTER,BOLTS OF THE TANDEM FUEL PUMP COVER MAY BREAK,It is advised that  on some vehicles fitted with a 3 and 4 cylinder pump injector engine  the bolts of the tandem fuel pump cover may break due to a bolt production fault. As a result  the pump housing will not be tight  and a diesel fuel leak may occur.,Recalled vehicles will have the pump checked for being of a certain manufacture. If found to be within the affected range  the pump housing cover bolts will be replaced.,4102,20CA,CADDY,,,01/03/2004,31/08/2004
11/03/2016,R/2016/040,VW,Crafter,BONDED WINDOWS AND/OR FASTENING RAILS MAY DETACH,It is possible that some vehicles have poor paint adhesion which can lead to a reduced retaining force of the bonded windows/fastening rails. The windows may not remain attached to the vehicle when it is subject to high forces during a collision.,Recall the vehicles that are likely to be affected to remove the windscreen and prepare and repaint the receiving surfaces then re-bond the windscreen. If there are also windows in the load area these will be treated the same.,10,51F4,CRAFTER,WV1ZZZ2EZG6012102,WV1ZZZ2EZG6017812,01/09/2015,31/10/2015
09/02/2009,RSPV/2009/004,KTM,450 XC  525 XC  450 SX & 505 SX,FRONT BRAKE OPERATION MAY BE AFFECTED,There is a possibility that the main actuating piston in the front brake master cylinder may not return to its fully returned position.,Recall affected machines and replace piston return spring.,59,,SX,,,01/11/2007,31/07/2008
09/02/2009,RSPV/2009/004,KTM,450 XC  525 XC  450 SX & 505 SX,FRONT BRAKE OPERATION MAY BE AFFECTED,There is a possibility that the main actuating piston in the front brake master cylinder may not return to its fully returned position.,Recall affected machines and replace piston return spring.,59,,XC,,,01/11/2007,31/07/2008
09/02/2009,RSPV/2009/004,KTM,450 XC  525 XC  450 SX & 505 SX,FRONT BRAKE OPERATION MAY BE AFFECTED,There is a possibility that the main actuating piston in the front brake master cylinder may not return to its fully returned position.,Recall affected machines and replace piston return spring.,59,,SX,,,01/11/2007,31/07/2008
19/07/2014,R/2014/067,VW,Crafter,SUSPENSION MAY CRACK,The mountings on the axle where the rear leaf springs are fixed may crack. If this cracking is not repaired the suspension will eventually fail to its lowest point on that side.,Recall the vehicles that are likely to be affected and fit reinforcement plates  extended U-bolts and nuts.,85,42G6,CRAFTER,WV1ZZZ2EZ86025656,WV1ZZZ2EZA6010280,01/05/2007,01/05/2013
19/07/2014,R/2014/067,VW,Crafter,SUSPENSION MAY CRACK,The mountings on the axle where the rear leaf springs are fixed may crack. If this cracking is not repaired the suspension will eventually fail to its lowest point on that side.,Recall the vehicles that are likely to be affected and fit reinforcement plates  extended U-bolts and nuts.,85,42G6,CRAFTER,WV1ZZZ2FZ87003515,WV1ZZZ2FZB7005166,01/05/2007,01/05/2013
03/12/2012,R/2012/145,TOYOTA,Prius  Corolla and Avensis,LOSS OF STEERING,It is possible that the splines of the extension shaft on vehicles equipped with Electric Motor assisted Power Steering (EMPS) may not have received the correct hardness treatment. This can cause the spline to distort and wear and eventually result in loss of steering.,Recall affected vehicles  check and if necessary replace the shaft.,61910,,AVENSIS,SB1DZ55L##E000531,SB1DZ55L##E049032,21/08/2002,14/10/2008
03/12/2012,R/2012/145,TOYOTA,Prius  Corolla and Avensis,LOSS OF STEERING,It is possible that the splines of the extension shaft on vehicles equipped with Electric Motor assisted Power Steering (EMPS) may not have received the correct hardness treatment. This can cause the spline to distort and wear and eventually result in loss of steering.,Recall affected vehicles  check and if necessary replace the shaft.,61910,,COROLLA,JTDEM22E##0001001,JTDEM22E##0009443,06/07/2001,31/03/2004
